,Type,Address,District,City,Price (€),Area (sqm.),Year built,Form of ownership
1305,Omakotitalo | 5h + k + khh + kph + s + takkah + var,Pitkostie 10,Kaunisharju,Jyväskylä,188 000,141,1982,Omistusasunto
1306,Kerrostalo | 2h + kt,Rubiinikehä 1a,Kivistö,Vantaa,"31 559,91","41,5",2015,Asumisoikeusasunto
1307,Kerrostalo | 3h + kt,Rubiinikehä 1a,Kivistö,Vantaa,"52 765,33",75,2015,Asumisoikeusasunto
1308,"Kerrostalo | 3h, k, p",Puistikkotie 5 B,Nikkilä,Sipoo,129 000,73,1977,Omistusasunto
1309,Kerrostalo | 3h + k + s,Kulovalkeankuja 4,Tuomarila,Espoo,"47 085,77",79,2010,Asumisoikeusasunto
1310,Omakotitalo | Oh + k + 2mh + saunaos. + 2 wc + vh + parvitilaa + autotalli,Stenkalvintie 83 A,Långvik,Kirkkonummi,529 000,200,-,Omistusasunto
1311,"Omakotitalo | 3-4 mh, oh, k, ph, s, wc, 3 kpl vh, ljh / et, kellari, at, varastot",Kotitörmäntie 7,Paltaniemi,Kajaani,130 000,100,1964,Omistusasunto
1312,Kerrostalo | 1h + kt + alkovi,Antoninkuja 7,Pajala,Järvenpää,158 000,29,2019,Omistusasunto
1313,Kerrostalo | 3h + k + s,Maustetehtaankatu 9,Aurinkolahti,Helsinki,319 000,"63,5",2005,Omistusasunto
1314,Rivitalo | 2h + k,Männikkökuja 1,,Puumala,45 000,"63,5",1981,Omistusasunto
1315,Rivitalo | 3h + k + s,Isoarontie 59,Kourujärvi,Rauma,110 000,80,1980,Omistusasunto
1316,Kerrostalo | 1h + kk,Emalitehtaankatu 7,Pajala,Järvenpää,147 000,"31,5",2017,Omistusasunto
1317,Rivitalo | 3h + k + s,Punatulkuntie 5 A1,Lintuvaara,Espoo,347 000,82,1994,Omistusasunto
1318,Kerrostalo | 1h + kk,Koulukatu 8,Keskusta,Joensuu,78 000,30,1967,Omistusasunto
1319,Omakotitalo | 4mh + oh + k + khh + kph + wc + s + et + ulkoet.,Kielotie 2,Askainen,Masku,238 000,121,2007,Omistusasunto
1320,"Rivitalo | 3-4h, k, s, ph, kph, erillinen wc + autokatos",Eestinmalmi 14 H,Eestinmalmi,Espoo,429 000,"98,5",2008,Omistusasunto
1321,Kerrostalo | 2h + kk,Arholankuja 1,Ruona,Naantali,97 600,41,1968,Omistusasunto
1322,Omakotitalo | 2h + kk + s,Nivantie 36,Niva,Joensuu,75 000,68,1938,Omistusasunto
1323,Omakotitalo | 5h + k + s + ph + wc + khh,Helsingintie 1828,Oinasjärvi,Somero,185 000,110,1946,Omistusasunto
1324,Omakotitalo | 2h + k + pihasauna + vierastupa,Ylijoentie 88,Koura,Seinäjoki,95 000,70,1960,Omistusasunto
1325,"Kerrostalo | Keittiö / olohuone, mh, kph, sauna, lasitettu parveke",Sankarikatu 29,Keskusta,Kemi,79 500,"43,5",1999,Omistusasunto
1326,Omakotitalo | 5h + avok. + sauna + kph:t + talousrakennus + uima-allas,Albert Edelfeltin rantatie 23,,Porvoo,1 150 000,178,2015,Omistusasunto
1327,Puutalo-osake | 2h + k,Nekalantie 5,Viinikka,Tampere,170 000,"53,8",1914,Omistusasunto
1328,"Omakotitalo | 5h, k, vh, 2wc, khh, ph / s, ak",Kukkolankatu 42,Lintulampi,Tampere,549 000,126,-,Omistusasunto
1329,"Omakotitalo | 5h, k, 2kph, s, khh, wc, var, autotalli",Varstakatu 2,Möysä,Lahti,448 000,154,2007,Omistusasunto
1330,"Omakotitalo | 4h, k, s, kph, vh, 2xwc",Haapakuja 8,Vieremä,Lohja,182 000,"112,3",1975,Omistusasunto
1331,"Rivitalo | 4h, k, erill.wc, kph, s, vh, parveke",Kanakouluntie 7,Kankaantausta,Hämeenlinna,192 000,98,2000,Omistusasunto
1332,Rivitalo | 1h + kk + kph + wc + var,Kilpalantie 5,Tammijärvi,Luhanka,11 500,23,1991,Omistusasunto
1333,Kerrostalo | 2h + kk,Vesitorninkatu 8,,Mikkeli,86 000,43,1958,Omistusasunto
1334,Kerrostalo | 3h + k,Tapiontie 5,Kaijonharju,Oulu,79 500,68,1981,Omistusasunto
1335,Omakotitalo | 4h + k + khh + kph + s,Kolpeneentie 26,Kolpene,Rovaniemi,79 500,100,2018,Omistusasunto
1336,Kerrostalo | 3h + k + ph + sa + vh + iso parveke,Aittatie 2 D,Maikkula,Oulu,112 000,"73,5",1989,Omistusasunto
1337,Kerrostalo | 3h + kt + s + vh + erillinen wc,Asemantie 2 C33,Asemanseutu,Kempele,266 000,"73,5",2023,Omistusasunto
1338,Kerrostalo | 4h + kt + s + vh + erillinen wc,Asemantie 2 C31,Asemanseutu,Kempele,369 000,"108,5",2023,Omistusasunto
1339,Kerrostalo | 3h + kt + s + vh + erillinen wc,Asemantie 2 C32,Asemanseutu,Kempele,279 900,"79,5",2023,Omistusasunto
1340,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C30,Asemanseutu,Kempele,206 100,52,2023,Omistusasunto
1341,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C28,Asemanseutu,Kempele,173 000,43,2023,Omistusasunto
1342,Kerrostalo | 1h + kt + alkovi,Asemantie 2 C29,Asemanseutu,Kempele,131 100,"29,5",2023,Omistusasunto
1343,Kerrostalo | 3h + kt + s + vh + erillinen wc,Asemantie 2 C26,Asemanseutu,Kempele,269 800,"79,5",2023,Omistusasunto
1344,Kerrostalo | 3h + kt + s + vh + erillinen wc,Asemantie 2 C27,Asemanseutu,Kempele,254 800,"73,5",2023,Omistusasunto
1345,Kerrostalo | 3h + kt + s,Asemantie 2 C24,Asemanseutu,Kempele,239 800,64,2023,Omistusasunto
1346,Kerrostalo | 3h + kt + s + vh,Asemantie 2 C17,Asemanseutu,Kempele,229 800,64,2023,Omistusasunto
1347,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C25,Asemanseutu,Kempele,177 900,44,2023,Omistusasunto
1348,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C23,Asemanseutu,Kempele,197 800,52,2023,Omistusasunto
1349,Kerrostalo | 1h + kt + alkovi,Asemantie 2 C22,Asemanseutu,Kempele,128 800,"29,5",2023,Omistusasunto
1350,Kerrostalo | 1h + kt + alkovi,Asemantie 2 C15,Asemanseutu,Kempele,126 800,"29,5",2023,Omistusasunto
1351,Kerrostalo | 3h + kt + s + vh + erillinen wc,Asemantie 2 C19,Asemanseutu,Kempele,259 800,"79,5",2023,Omistusasunto
1352,Kerrostalo | 3h + kt + s + vh + erillinen wc,Asemantie 2 C20,Asemanseutu,Kempele,244 800,"73,5",2023,Omistusasunto
1353,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C21,Asemanseutu,Kempele,167 900,43,2023,Omistusasunto
1354,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C16,Asemanseutu,Kempele,191 800,52,2023,Omistusasunto
1355,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C18,Asemanseutu,Kempele,172 900,44,2023,Omistusasunto
1356,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C14,Asemanseutu,Kempele,163 900,43,2023,Omistusasunto
1357,Kerrostalo | 3h + kt + s + vh + erillinen wc,Asemantie 2 C13,Asemanseutu,Kempele,234 800,"73,5",2023,Omistusasunto
1358,Kerrostalo | 3h + kt + s + vh,Asemantie 2 C10,Asemanseutu,Kempele,219 800,64,2023,Omistusasunto
1359,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C9,Asemanseutu,Kempele,185 800,52,2023,Omistusasunto
1360,Kerrostalo | 1h + kt + alkovi,Asemantie 2 C8,Asemanseutu,Kempele,124 800,"29,5",2023,Omistusasunto
1361,Kerrostalo | 3h + kt + s + vh + erillinen wc,Asemantie 2 C12,Asemanseutu,Kempele,249 800,"79,5",2023,Omistusasunto
1362,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C11,Asemanseutu,Kempele,167 900,44,2023,Omistusasunto
1363,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C7,Asemanseutu,Kempele,159 900,43,2023,Omistusasunto
1364,Kerrostalo | 3h + kt + s + vh + erillinen wc,Asemantie 2 C6,Asemanseutu,Kempele,224 800,"73,5",2023,Omistusasunto
1365,Kerrostalo | 3h + kt + s + vh + erillinen wc,Asemantie 2 C5,Asemanseutu,Kempele,239 800,"79,5",2023,Omistusasunto
1366,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C4,Asemanseutu,Kempele,162 900,44,2023,Omistusasunto
1367,Kerrostalo | 3h + kt + s + vh,Asemantie 2 C3,Asemanseutu,Kempele,209 800,64,2023,Omistusasunto
1368,Kerrostalo | 2h + kt + s + vh,Asemantie 2 C2,Asemanseutu,Kempele,179 800,52,2023,Omistusasunto
1369,Kerrostalo | 1h + kt + alk,Asemantie 2 C1,Asemanseutu,Kempele,121 800,"29,5",2023,Omistusasunto
1370,"Rivitalo | 2h, k, kph / wc, s, lasitettu terassi",Saniaiskatu 1,Karisto,Lahti,149 000,"46,5",2016,Omistusasunto
1371,Omakotitalo | 4h + k + khh + kph + s + halli,Kuhmalahdentie 1173,Sahalahti,Kangasala,219 000,148,1989,Omistusasunto
1372,Omakotitalo | 2h + k + khh + kph + s + wc + et + var / ask,Pihlajatie 8,Pihlajakoski,Kuhmoinen,395 000,"82,5",2015,Omistusasunto
1373,Omakotitalo | Oh + k + 2mh + työh + vh + wc + ph + s + et + tekn.tila + kylmiö,Maironniementie 50,,Parikkala,55 000,"97,5",1969,Omistusasunto
1374,"Kerrostalo | 3 h, k, kph, lasitettu parveke",Nummentie 71,Moisio,Lohja,119 000,81,1982,Omistusasunto
1375,Kerrostalo | 2 H + K + S,Lukiontie 1,Keskusta,Saarijärvi,98 000,69,2000,Omistusasunto
1376,Omakotitalo | 3h + khh + kph + s + wc + at + var,Nellimintie 611,Akujärvi,Inari,270 000,72,2018,Omistusasunto
1377,"Omakotitalo | 3mh, oh, k, 3wc, 2xvh, khh, ph, s, pannuhuone",Liikastentie 36,Musa,Pori,184 000,120,-,Omistusasunto
1378,"Kerrostalo | 2h, k, ph, parveke",Toivoniementie 11,Toivoniemi,Oulu,159 000,"52,5",1956,Omistusasunto
1379,"Kerrostalo | 1h, avok, kph",Pengerkatu 9,Kallio,Helsinki,199 000,26,1938,Omistusasunto
1380,"Kerrostalo | 2 h, k, kph, piha",Tiistiläntörmä 1,Matinkylä,Espoo,195 000,"61,5",1981,Omistusasunto
1381,Luhtitalo | 2h + k + kph + s + p + var,Talvikankaantie 50 C 5,Talvikangas,Oulu,115 000,"53,5",2007,Omistusasunto
1382,Kerrostalo | 5h + k + s + 4xwc,Pirkankatu 29 C,Pyynikki,Tampere,389 000,92,1923,Omistusasunto
1383,Kerrostalo | 2H + KK,Hirvisuontie 4,Gumböle,Espoo,"24 053,12","40,5",2011,Asumisoikeusasunto
1384,Rivitalo | 4H + K + S,Kaurakuja 1,Jokiniemi,Vantaa,"35 952,66","91,5",1996,Asumisoikeusasunto
1385,Kerrostalo | 3H + K + S,Joupinmäenkulma 3,Jouppi,Espoo,"31 395,17",74,2001,Asumisoikeusasunto
1386,"Omakotitalo | 2h, oh, k, wc",Honkalantie 59,Tammijärvi,Luhanka,82 000,95,1939,Omistusasunto
1387,Kerrostalo | 3H + K + S,Sampolankatu 6,,Kerava,"16 797,50",80,1992,Asumisoikeusasunto
1388,Rivitalo | 3H + K + S,Uudisraivaajankuja 1,Suutarila,Helsinki,"30 855,61","75,5",1998,Asumisoikeusasunto
1389,Kerrostalo | 2h + k + s,Atomikatu 1,Hervanta,Tampere,122 000,"58,5",1985,Omistusasunto
1390,Omakotitalo | 5h + k,Piilontie 5,Tervakoski,Janakkala,103 000,141,1976,Omistusasunto
1391,"Rivitalo | 2h, k, kph, s, terassi",Peltolantie 3,Hämeenkoski,Hollola,46 000,59,1982,Omistusasunto
1392,Kerrostalo | 4h + avok + parveke + kph + khh + erill. wc,Pohjoinen Hesperiankatu 35 A 50,Töölö,Helsinki,1 378 000,114,2024,Omistusasunto
1393,"Kerrostalo | 2h, k, kph, s, lasitettu parveke",Tammistonkatu 19,Tammisto,Vantaa,235 000,46,2007,Omistusasunto
1394,Kerrostalo | 3h + k,Iltaruskontie 3,Tapiola,Espoo,379 000,"66,5",1961,Omistusasunto
1395,"Rivitalo | 2h, k, s",Tiilipellontie 4 A,Sarkkiranta,Kempele,94 000,51,1981,Omistusasunto
1396,Kerrostalo | 1h + keittiö + kph / wc,Louhimokatu 3,Myllymäki,Hämeenlinna,70 000,29,1965,Omistusasunto
1397,"Kerrostalo | 4h, k, s, p, at",Leipurinkatu 6,Tykki-Kiviharju,Lappeenranta,158 000,87,1984,Omistusasunto
1398,Kerrostalo | 2h + k + kph + p,Hämeentie 77 B 31,Hermanni,Helsinki,320 000,"45,5",1954,Omistusasunto
1399,Kerrostalo | 3h + k + s,Kauppapuistikko 30,Keskusta,Vaasa,192 000,80,1967,Omistusasunto
1400,"Kerrostalo | 1h, kk",Kaakonpyrstö 5 D,,Jyväskylä,39 500,31,1976,Omistusasunto
1401,"Kerrostalo | 3h, k, s",Aleksanterinkatu 12 E,Keskusta,Tampere,487 000,109,1927,Omistusasunto
1402,"Kerrostalo | 3h, k, s",Veitikantie 29-31 A,Veitikanharju,Rovaniemi,365 000,99,2015,Omistusasunto
1403,"Omakotitalo | 3h, k, khh, kph, s, wc, at (lämmin)",Keinupuunkatu 13,Valhoja,Salo,173 000,104,1988,Omistusasunto
1404,Kerrostalo | 4h + k,Kuurnantie 3 B,Teppana,Kajaani,98 000,73,1963,Omistusasunto
1405,Puutalo-osake | 1h + bk,Vyökatu 8 A,Mäntymäki,Turku,126 000,"28,5",1928,Omistusasunto
1406,Kerrostalo | 2h + kk + kh + parveke,Ylisentie 28 A,Uppa,Seinäjoki,63 000,"45,5",1964,Omistusasunto
1407,"Omakotitalo | 6h, k, kk, s, kph, 2wc",Rautatienkatu 30,Viiala,Akaa,169 000,164,1924,Omistusasunto
1408,Kerrostalo | 2h + avok + kph,Kalastajantie 3,Olari,Espoo,167 000,"46,2",1959,Omistusasunto
1409,"Omakotitalo | oh, 4mh, th, k, khh, ph, s, eteinen",Töylinkuja 1,Ylistaro,Seinäjoki,135 000,121,1979,Omistusasunto
1410,Kerrostalo | 4h + avok + parveke + kph + khh + erill. wc,Pohjoinen Hesperiankatu 35 A 24,Töölö,Helsinki,1 228 000,114,2024,Omistusasunto
1411,"Omakotitalo | 5h, k, kh, s, 2wc",Simakankatu 15,Talsoila,Forssa,128 000,108,1974,Omistusasunto
1412,Omakotitalo | 5h + k + kph + s + wc,Kukkatie 19,Ahmo,Iisalmi,110 000,129,1967,Omistusasunto
1413,"Rivitalo | 4h, k, s",Hopeasepäntie 13 E,Nummela,Vihti,259 000,"89,5",2004,Omistusasunto
1414,"Kerrostalo | 4h, k, p",Karhumäentie 4 A,Sääksjärvi,Lempäälä,89 000,88,1967,Omistusasunto
1415,"Omakotitalo | 3mh, oh, k, ph, s, wc, takkahuone, varasto, autotalli",Urkupolku 7,Kirkkokangas,Akaa,209 000,120,1982,Omistusasunto
1416,"Rivitalo | 3h, k, khh, kph, s, terassi, var, AK",Rengastie 2b,Kiiminki,Oulu,96 000,75,1998,Omistusasunto
1417,Kerrostalo | 3h + k,Malmönkatu 1,Hietalahti,Vaasa,152 000,72,1953,Omistusasunto
1418,Kerrostalo | 5h + avok + parveke + sauna + kph + khh + vh + erill. wc,Pohjoinen Hesperiankatu 35 A 56,Töölö,Helsinki,2 088 000,"155,5",2024,Omistusasunto
1419,Kerrostalo | 4h + k,Uudenkaupungintie 7,Munkkivuori,Helsinki,529 000,86,1962,Omistusasunto
1420,"Omakotitalo | 3h, k, khp, 2xs, vintti",Parviaisentie 24,Säynätsalo,Jyväskylä,112 000,64,1948,Omistusasunto
1421,Kerrostalo | 3 h + k + s,Koulukatu 10,Keskusta,Joensuu,128 000,"68,5",1970,Omistusasunto
1422,Omakotitalo | 3h + k + khh + s,Palontie 930C,Kiihtelysvaara,Joensuu,65 000,92,1953,Omistusasunto
1423,Paritalo | 3h + k + s + kph + 2 x wc + ak + 2 var,"Purorinteentie, 1g14",Haavisto,Ylöjärvi,226 000,"75,5",2006,Omistusasunto
1424,"Omakotitalo | 6h, k, ph, wc, s, kuisti",Vahdontie 644,,Rusko,109 000,188,1850,Omistusasunto
1425,Omakotitalo | 6h + k + kph + s + var.,Kurittulantie 198,Kurittula,Masku,187 000,"144,5",1953,Omistusasunto
1426,Rivitalo | 6h + k,Jannunkuja 2 as,Aliskulma,Masku,188 000,"143,5",1976,Omistusasunto
1427,"Kerrostalo | 3h, k",Jyrkänkatu 3,Liipola,Lahti,64 000,"77,5",1974,Omistusasunto
1428,Kerrostalo | 2h + k + kph + parveke,Talolankatu 6 D,Jäkärlä,Turku,65 000,60,1986,Omistusasunto
1429,"Rivitalo | 5h, avok, sauna, piha",Säynävätie 11,Haukilahti,Espoo,748 000,"137,5",1974,Omistusasunto
1430,Omakotitalo | 5h + k + kph + et + veranta,Söderlångvikintie 285,Söderlångvik,Kemiönsaari,65 000,85,1955,Omistusasunto
1431,"Omakotitalo | 2h, k, kph",Smedskullavägen 1,Björkboda,Kemiönsaari,150 000,"111,5",1930,Omistusasunto
1432,"Kerrostalo | 3h, k, kph, p",Lapinkatu 2 B,Harittu,Turku,126 000,74,1989,Omistusasunto
1433,"Omakotitalo | 5h, k, kylpyh / wc, vaatehuone",Ramskullankuja 4,Pohja,Raasepori,168 000,96,1974,Omistusasunto
1434,Omakotitalo | 6 h + tupakeittiö + rt + kph + s + wc + khh + 2vh,Rauduistentie 249,Merimasku,Naantali,149 000,180,1780,Omistusasunto
1435,Kerrostalo | 2h + kk,Kupittaankatu 49 A,Itäinen Keskusta,Turku,183 000,"43,5",1957,Omistusasunto
1436,"Omakotitalo | 4h, k, kph / s",Rautilantie 10,Kirkonkylä,Vehmaa,49 900,70,1936,Omistusasunto
1437,"Kerrostalo | 2h, kt, kph, terassi",Satamakatu 31 L,Satama,Turku,284 000,"56,5",2020,Omistusasunto
1438,Rivitalo | 3h + k + s,Haverintie 10 as,Yläne,Pöytyä,92 000,"70,5",2001,Omistusasunto
1439,"Kerrostalo | 3h, k",Runeberginkatu 27 A,Töölö,Helsinki,549 000,"75,5",1922,Omistusasunto
1440,Kerrostalo | 2h + k + kph + parv.,Merisotilaantori 1,Katajanokka,Helsinki,290 000,"46,5",1982,Omistusasunto
1441,Erillistalo | 4h + k + s + 2xkylpyhuone + erill.wc + autokatos,Ohrakaskensyrjä 5 G,,Espoo,476 000,94,1986,Omistusasunto
1442,Kerrostalo | 3h + k,Kielotie 30-32 B,Tikkurila,Vantaa,219 000,62,1966,Omistusasunto
1443,"Kerrostalo | 3h, k, ",Koulukatu 6 F,Keskusta,Lohja,174 000,81,1962,Omistusasunto
1444,"Kerrostalo | 2h, kk",Joupinmäenrinne 4 C,,Espoo,128 000,"49,5",1979,Omistusasunto
1445,"Kerrostalo | 2h, k",Lohentie 3 a A,Kevätkumpu,Porvoo,115 000,59,1982,Omistusasunto
1446,Kerrostalo | 2h + kt + s,Haasiokatu 8,Karjasilta,Oulu,199 000,54,2014,Omistusasunto
1447,"Kerrostalo | 1h, k",Sentraalitie 7 D,Pusula,Lohja,35 000,41,1969,Omistusasunto
1448,"Omakotitalo | 5h, k, khh, kph, s",Ohimarssi 6,Hiukkavaara,Oulu,407 000,"133,5",2021,Omistusasunto
1449,"Rivitalo | 5h, k, s, kph, wc, 2vh, kellaritila",Jukolanahde 9 C,Mankkaa,Espoo,399 000,"116,5",1978,Omistusasunto
1450,"Kerrostalo | 3h, k",Uudenmaankatu 45 A,Keskusta,Hyvinkää,155 000,"71,5",1972,Omistusasunto
1451,Kerrostalo | 3h + k + kph + p,Hiihtäjäntie 4 B,Herttoniemi,Helsinki,488 000,77,1957,Omistusasunto
1452,"Omakotitalo | 3-4h, k, s, wc, autotalli",Opintie 15,Vienola,Turku,209 000,"86,5",1965,Omistusasunto
1453,Kerrostalo | 1h,Hämeentie 67 A,Hermanni,Helsinki,219 000,"27,5",1928,Omistusasunto
1454,"Kerrostalo | 3h, k",Kalliomäentie 6 a,Routio,Lohja,114 000,73,1972,Omistusasunto
1455,"Kerrostalo | 2h, kt",Paapuuri 6 C,Saunalahti,Espoo,219 000,"42,5",2019,Omistusasunto
1456,Kerrostalo | 2h + k,Paimenenkatu 14 B,Havukoski,Vantaa,103 000,"58,5",1973,Omistusasunto
1457,"Kerrostalo | 3h, k, kph, lasitettu parveke",Akselinpolku 7 E,Matinkylä,Espoo,259 000,72,1970,Omistusasunto
1458,Luhtitalo | 3-4 H + K + VH,Kapteeninkatu 4,Palosaari,Vaasa,184 000,"61,5",2018,Omistusasunto
1459,Erillistalo | 5h + k + khh + sauna + varasto,Kulolaakso 15 B,Latokaski,Espoo,490 000,114,2023,Omistusasunto
1460,"Rivitalo | 3h, k, kph, s, wc, vh, 2xterassi",Otsokatu 8,Jalkaranta,Lahti,179 900,87,1979,Omistusasunto
1461,Omakotitalo | 2h + k + kh,Söderuddenintie 1055,Söderudden,Mustasaari,95 000,64,1910,Omistusasunto
1462,Kerrostalo | 2h + k + kph / wc + lasip.,Stoltinkatu 12 J,Runosmäki,Turku,94 000,61,1975,Omistusasunto
1463,"Omakotitalo | YLÄTALO 4h + k + kph + khh + s + ph + 2xwc + autotalli + var, ALATALO 4h + tupa + kph + wc + las. veranta",Järvenkyläntie 1208,,Sauvo,498 000,202,-,Omistusasunto
1464,"Omakotitalo | 7-8h, k, kph / wc, s, 2wc, 2AT, var.",Koivulehdontie 4,Koivulehto,Muhos,498 000,200,1979,Omistusasunto
1465,"Paritalo | 4-5h, k, kph, s, erillinen wc, vh",Hakamäentie 15,Tapiola,Espoo,498 000,124,1997,Omistusasunto
1466,Kerrostalo | 2h + k + kh + parveke,Kirkkopuistikko 3,Keskusta,Vaasa,159 000,57,1964,Omistusasunto
1467,Kerrostalo | Ylimmän kerroksen vuokrattu yksiö,Safiirikuja 7,Kivistö,Vantaa,164 900,"28,5",2017,Omistusasunto
1468,Kerrostalo | 1h + kk + kph + p,Liisankatu 3,Pallo,Lappeenranta,58 500,24,1955,Omistusasunto
1469,Rivitalo | 3 h + k + sauna,Ohrapäänkatu 1,Varissuo,Turku,136 000,80,1979,Omistusasunto
1470,Kerrostalo | 3h + k,Signalistinkatu 11,Runosmäki,Turku,123 000,80,1972,Omistusasunto
1471,Omakotitalo | 3h + k + s,Rösslevägen 2,Rekipelto,Vöyri,35 000,100,1947,Omistusasunto
1472,"Omakotitalo | 3-4h, oh, k, khh, kph / wc, s, wc",Muonamiehenkatu 16,Kytömaa,Kerava,369 000,107,2019,Omistusasunto
1473,Kerrostalo | 2h + kt + lasitettu parveke ja asuntopiha,Laajaniitynkuja 11 B 2,Martinlaakso,Vantaa,162 990,"31,5",2022,Omistusasunto
1474,Kerrostalo | 1h + kt,Kohmankaari 9,Tesoma,Tampere,115 000,"20,5",2018,Omistusasunto
1475,Kerrostalo | 1h + k,Aakkulankatu 1,Messukylä,Tampere,127 000,40,1936,Omistusasunto
1476,Omakotitalo | 3 mh + oloh + k + rt + kph + pukuh + varasto + autotalli,Heikintie 1,Ylihärmä,Kauhava,83 000,119,-,Omistusasunto
1477,Rivitalo | 2h + k + s,Kuunsilta 6,Saaristokaupunki,Kuopio,168 000,"63,5",2015,Omistusasunto
1478,Kerrostalo | 2h + k + kph + parveke + vaatehuone (yhtiöjärjestyksen mukaan 2h + k),Vaahtokuja 6,Myyrmäki,Vantaa,189 000,55,1969,Omistusasunto
1479,"Omakotitalo | 5h, k, s, khh, wc, autokatos / varasto",Kaunismäenkatu 32,Hiltulanlahti,Kuopio,429 000,136,2020,Omistusasunto
1480,Omakotitalo | Oh + k + 3mh + 2 x kph + s + wc + khh + vh + autokatos + ulkovarasto,Huntukuja 4A,Vartiokylä,Helsinki,587 000,138,2005,Omistusasunto
1481,Kerrostalo | 4H + KT + S,Huopalahdentie 19,Munkkiniemi,Helsinki,810 000,"101,5",2020,Omistusasunto
1482,"Kerrostalo | 2h, kk, kph, lasitettu parveke (Yj:n mukaan 2 h + kk)",Porvoonkatu 3,Kallio,Helsinki,279 000,42,1963,Omistusasunto
1483,Omakotitalo | 4-5h + k + kph + s + wc + vh,Aiskogintie 59,Lappers,Siuntio,256 000,122,-,Omistusasunto
1484,Kerrostalo | 4 H + K + S,Asemakatu 7,Keskusta,Vaasa,229 000,96,1999,Omistusasunto
1485,"Erillistalo | 5 h, k, rt, khh, ph, s, aula, 2 x wc + 2 auton autokatos + erill. varasto",Hiippalakinkuja 4 B,Tontunmäki,Espoo,1 048 000,187,2011,Omistusasunto
1486,"Kerrostalo | 3 huonetta, keittiö, kph, sauna, lasit. parveke",Visakoivunkuja 11 B,Äijälä,Jyväskylä,195 000,"59,5",2017,Omistusasunto
1487,Kerrostalo | 1h + k,Kanslerintie 8 A,Iso-Heikkilä,Turku,98 500,31,1956,Omistusasunto
1488,Omakotitalo | 4h + k + alakerta,Piennartie 14,Nilsiä,Kuopio,79 500,54,1963,Omistusasunto
1489,Kerrostalo | 2h + k + s,Teollisuuskatu 5,,Rauma,109 000,60,1974,Omistusasunto
1490,"Omakotitalo | 3mh, oh, k, rkt, 2 wc, s, khh",Silvontie 3,Killo,Pirkkala,365 000,120,1952,Omistusasunto
1491,Kerrostalo | 3h + k + parv,Peltolantie 6,Petrelius,Turku,178 800,75,1969,Omistusasunto
1492,Rivitalo | 3H + K + S,Potinkuja 2,Vantaanlaakso,Vantaa,269 000,80,1981,Omistusasunto
1493,Rivitalo | 4h + k + s + wc + p + var,Mansikkamäentie 6 ,Tapainlinna,Hyvinkää,242 000,96,2010,Omistusasunto
1494,Kerrostalo | 3h + kt +  + vh + s + parveke 25m2,Itätuulenkuja 10 A 13,Tapiola,Espoo,730 000,"101,5",2023,Omistusasunto
1495,Kerrostalo | (4-5)h + kt + s + parveke n.29m2,Itätuulenkuja 10 A 17,Tapiola,Espoo,762 200,102,2023,Omistusasunto
1496,"Erillistalo | 5-6h, k, s, 2x kph, ak, varastoja",Huvilamäki 18 B,Laaksolahti,Espoo,648 000,155,1989,Omistusasunto
1497,Omakotitalo | 4mh + tupa + k + ph + s,Kajaanintie 188,,Sievi,25 000,90,1956,Omistusasunto
1498,"Kerrostalo | 1h, kk, kph, vh, p",Särkiniementie 15,Lauttasaari,Helsinki,210 000,31,1974,Omistusasunto
1499,Rivitalo | 3h + k + s,Sormulantie 6 A3,Hiltulanlahti,Kuopio,254 800,78,2023,Omistusasunto
1500,Paritalo | 3h + k + vh + kph ja autotalli,Nohterinkuja 7 As 1,Ollikkala,Salo,82 000,69,1965,Omistusasunto
1501,Omakotitalo | 3h + tupakeittiö + wc + ph + s + vh,Lakkamäentie 11,Somerniemi,Somero,64 500,90,1933,Omistusasunto
1502,Omakotitalo | Oh + k + rh + 4mh + tkh + 2wc + khh + s + ph,Härkätie 9,Talola,Koski Tl,181 000,238,1960,Omistusasunto
1503,"Kerrostalo | 2h, k, kph, s, lasitettu parveke",Tervakukkatie 48,Rajakylä,Oulu,84 500,"52,5",2004,Omistusasunto
1504,Rivitalo | 4h + k + s,Sormulantie 6 A5,Hiltulanlahti,Kuopio,298 300,93,2023,Omistusasunto
1505,Rivitalo | 4-5h + k + s,Sormulantie 6 A1,Hiltulanlahti,Kuopio,309 800,97,2023,Omistusasunto
1506,"Erillistalo | 4h, k, s, vh, katettu terassi",Kytötie 47,Isokytö,Järvenpää,234 000,90,1953,Omistusasunto
1507,Rivitalo | 3h + k + s,Karvarinkatu 11,Jouppi,Seinäjoki,218 000,72,2019,Omistusasunto
1508,"Kerrostalo | 1 h, kk",Taatonkatu 5,Hovila,Kotka,218 000,33,1972,Omistusasunto
